위스키명,브랜드,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
로크로몬드 8년 Madeira 1000ml,로크 로몬드,21.84,52.0,58.0,108,2,10.0,6,Y,1220:싱글몰트 위스키,5267810,268831000002,https://www.shilladfs.com/estore/kr/ko/p/5267810
카발란 클래식 1000ml,카발란,87.2,109.0,20.0,732,2,10.0,6,Y,1220:싱글몰트 위스키,5101821,249031000002,https://www.shilladfs.com/estore/kr/ko/p/5101821
사제락 라이 위스키 750ml,버팔로 트레이스,21.62,46.0,53.0,92,0,0.0,6,Y,1211:블렌디드 위스키,5310162,258231000001,https://www.shilladfs.com/estore/kr/ko/p/5310162
잭다니엘 FOB Set 250ml,잭다니엘,32.3,34.0,5.0,181,0,0.0,6,Y,1211:블렌디드 위스키,5657679,114931000066,https://www.shilladfs.com/estore/kr/ko/p/5657679
뉴리프 바틀인본드 버번 750ml,뉴리프,64.6,68.0,5.0,36,0,0.0,6,Y,1211:블렌디드 위스키,5916570,295531000001,https://www.shilladfs.com/estore/kr/ko/p/5916570
사득주 품미 500ml,사득주,64.6,68.0,5.0,28,2,8.0,6,Y,1216:중국술,5506824,067631000053,https://www.shilladfs.com/estore/kr/ko/p/5506824
잭다니엘 싱글배럴 100프루프 700ml,잭다니엘,64.6,68.0,5.0,488,0,0.0,6,Y,1211:블렌디드 위스키,5429236,114931000058,https://www.shilladfs.com/estore/kr/ko/p/5429236
맥탈라 올드퍼스 케스크 스트랭스 700ml,맥탈라,64.6,68.0,5.0,45,0,0.0,6,Y,1220:싱글몰트 위스키,5311921,249031000020,https://www.shilladfs.com/estore/kr/ko/p/5311921
알베르비쇼 시크레 드 파밀리아 2021 750ml,알베르 비쇼,45.6,48.0,5.0,16,0,0.0,0,N,1221:와인/샴페인,5376926,117531000018,https://www.shilladfs.com/estore/kr/ko/p/5376926
바카디 모히또 1000ml,바카디,21.25,25.0,15.0,34,0,0.0,6,Y,1226:스피릿,5070838,113431000004,https://www.shilladfs.com/estore/kr/ko/p/5070838
앱솔루트 파이브 미니 50ml X 5,앱솔루트,20.9,22.0,5.0,51,0,0.0,6,Y,1226:스피릿,5662087,110731000023,https://www.shilladfs.com/estore/kr/ko/p/5662087
참이슬후레쉬 200ml*5,한국전통술,5.6,7.0,20.0,16,0,0.0,6,Y,1224:한국술,5952333,669331000054,https://www.shilladfs.com/estore/kr/ko/p/5952333
오초 데킬라 플라타 750ml,와인나라,83.6,88.0,5.0,26,0,0.0,6,Y,1226:스피릿,5641780,274231000024,https://www.shilladfs.com/estore/kr/ko/p/5641780
페리에 주에 그랑브뤼 750ml,페리에 주에,60.8,64.0,5.0,155,1,8.0,0,N,1221:와인/샴페인,5834766,292731000001,https://www.shilladfs.com/estore/kr/ko/p/5834766
몬테스 윙스 2020 750ml,몬테스,60.8,64.0,5.0,30,0,0.0,6,Y,1221:와인/샴페인,5618608,268331000064,https://www.shilladfs.com/estore/kr/ko/p/5618608
글렌모레이 슈냉 블랑 700ml,글렌모레이,59.77,139.0,57.0,7,0,0.0,6,Y,1220:싱글몰트 위스키,5707056,249031000013,https://www.shilladfs.com/estore/kr/ko/p/5707056
발베니 Stories Creation Classic 700ml,발베니,59.59,101.0,41.0,1400,3,10.0,6,Y,1220:싱글몰트 위스키,5108415,112231000023,https://www.shilladfs.com/estore/kr/ko/p/5108415
샤또 데스끌랑 위스퍼링 엔젤 750ml,샤또 데스끌랑,14.85,27.0,45.0,70,1,10.0,6,Y,1221:와인/샴페인,5454631,108931000079,https://www.shilladfs.com/estore/kr/ko/p/5454631
쿠니마레 홋카이도 준마이 다이긴조 720ml,조야,58.9,62.0,5.0,50,0,0.0,0,N,1227:기타 주류,5705400,112431000011,https://www.shilladfs.com/estore/kr/ko/p/5705400
웰러 스페셜 리저브 750ml,버팔로 트레이스,54.72,96.0,43.0,92,0,0.0,6,Y,1211:블렌디드 위스키,5676433,258231000022,https://www.shilladfs.com/estore/kr/ko/p/5676433
탈리스커 다크 스톰 1000ml,탈리스커,57.15,127.0,55.0,201,1,10.0,6,Y,1220:싱글몰트 위스키,5070436,111131000001,https://www.shilladfs.com/estore/kr/ko/p/5070436
타카초 준마이 긴조 720ml,조야,28.5,30.0,5.0,23,0,0.0,0,N,1227:기타 주류,5705399,112431000010,https://www.shilladfs.com/estore/kr/ko/p/5705399
몬테스 알파 블랙 라벨 소비뇽 블랑 2023 750ml,몬테스,28.5,30.0,5.0,18,0,0.0,1,Y,1221:와인/샴페인,5618607,268331000063,https://www.shilladfs.com/estore/kr/ko/p/5618607
우드포드 리저브 홀리데이 에디션 1L,우드포드 리저브,57.0,60.0,5.0,92,1,10.0,6,Y,1211:블렌디드 위스키,5429234,114931000056,https://www.shilladfs.com/estore/kr/ko/p/5429234
글렌스코시아 Campbeltown 1832 1000ml,글렌 스코시아,56.7,63.0,10.0,212,1,8.0,6,Y,1220:싱글몰트 위스키,5267812,265131000001,https://www.shilladfs.com/estore/kr/ko/p/5267812
레미마틴 브이에스오피 1000ml,레미마틴,53.04,102.0,48.0,287,1,10.0,6,Y,1213:꼬냑,276044,085131000001,https://www.shilladfs.com/estore/kr/ko/p/276044
조니워커 18년 750ml,조니워커,56.0,112.0,50.0,1110,7,9.71428571,0,N,1211:블렌디드 위스키,3651371,046331000045,https://www.shilladfs.com/estore/kr/ko/p/3651371
잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,55.2,80.0,31.0,186,0,0.0,6,Y,1220:싱글몰트 위스키,5316476,114931000047,https://www.shilladfs.com/estore/kr/ko/p/5316476
웰러 스페셜 리저브 375ml,버팔로 트레이스,27.36,48.0,43.0,27,0,0.0,6,Y,1211:블렌디드 위스키,5898263,258231000027,https://www.shilladfs.com/estore/kr/ko/p/5898263
기원 달 700ml,기원 위스키,54.15,57.0,5.0,73,0,0.0,6,Y,1220:싱글몰트 위스키,5757509,922031000007,https://www.shilladfs.com/estore/kr/ko/p/5757509
카이요 Japanese Mizunara Signature 700ml,카이요 위스키,54.05,115.0,53.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5437282,276631000004,https://www.shilladfs.com/estore/kr/ko/p/5437282
잭다니엘 젠틀맨 잭 200ml,잭다니엘,13.5,15.0,10.0,75,0,0.0,6,Y,1211:블렌디드 위스키,5088301,114931000030,https://www.shilladfs.com/estore/kr/ko/p/5088301
바즈타운 버번 바틀드 인 본드 750ml,바즈타운 버번 컴퍼니,54.0,60.0,10.0,7,0,0.0,6,Y,1227:기타 주류,5975724,249031000060,https://www.shilladfs.com/estore/kr/ko/p/5975724
더 글렌그란트 익스플로레이션 700ml,더 글렌그란트,54.0,120.0,55.0,90,0,0.0,6,Y,1220:싱글몰트 위스키,5569745,257131000008,https://www.shilladfs.com/estore/kr/ko/p/5569745
TAMDHU Cuatro Reserva 700ml,탐두,53.35,97.0,45.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5865402,294531000005,https://www.shilladfs.com/estore/kr/ko/p/5865402
메이커스 마크 1000ml,메이커스마크,53.2,56.0,5.0,530,3,10.0,6,Y,1211:블렌디드 위스키,5070543,109831000005,https://www.shilladfs.com/estore/kr/ko/p/5070543
로크로몬드 12년 Perfectly Balanced 1000ml ,로크 로몬드,53.1,59.0,10.0,174,2,10.0,0,N,1220:싱글몰트 위스키,5267807,268831000003,https://www.shilladfs.com/estore/kr/ko/p/5267807
짐빔 놉크릭 700ml,짐빔,50.35,53.0,5.0,246,0,0.0,6,Y,1211:블렌디드 위스키,5166851,109831000017,https://www.shilladfs.com/estore/kr/ko/p/5166851
오매락 퍽 500ml,한국전통술,52.8,66.0,20.0,2,0,0.0,6,Y,1224:한국술,5933641,669331000149,https://www.shilladfs.com/estore/kr/ko/p/5933641
암룻 PEATED CASK STRENGTH 700ml,암룻,52.44,114.0,54.0,90,0,0.0,6,Y,1220:싱글몰트 위스키,5337845,275031000005,https://www.shilladfs.com/estore/kr/ko/p/5337845
산토리 토키 블랙 1000ml,산토리,52.25,55.0,5.0,36,0,0.0,0,N,1211:블렌디드 위스키,5746023,114131000045,https://www.shilladfs.com/estore/kr/ko/p/5746023
탈리스커 써지 700ml,탈리스커,51.66,123.0,58.0,173,1,10.0,6,Y,1220:싱글몰트 위스키,5185537,111131000021,https://www.shilladfs.com/estore/kr/ko/p/5185537
테일러스 세인트 앤드류 쉬라즈 750ml,테일러스,51.3,54.0,5.0,22,0,0.0,6,Y,1221:와인/샴페인,5249132,258931000004,https://www.shilladfs.com/estore/kr/ko/p/5249132
테일러스 세인트 앤드류 까베르네 소비뇽 750ml,테일러스,51.3,54.0,5.0,22,0,0.0,6,Y,1221:와인/샴페인,5249101,258931000005,https://www.shilladfs.com/estore/kr/ko/p/5249101
쿠라요시 레귤러 700ml,마츠이,50.76,94.0,46.0,12,0,0.0,6,Y,1211:블렌디드 위스키,5157348,254631000014,https://www.shilladfs.com/estore/kr/ko/p/5157348
오켄토션 아메리칸 오크 1000ml,오켄토션,25.37,59.0,57.0,20,0,0.0,2,Y,1220:싱글몰트 위스키,5166856,114231000028,https://www.shilladfs.com/estore/kr/ko/p/5166856
글렌피딕 XX 700ml,글렌피딕,48.76,92.0,47.0,242,2,9.0,6,Y,1220:싱글몰트 위스키,5437409,082331000052,https://www.shilladfs.com/estore/kr/ko/p/5437409
탐나불린 SB 1000ml,탐나불린,50.4,56.0,10.0,102,2,9.0,6,Y,1220:싱글몰트 위스키,5462651,114431000096,https://www.shilladfs.com/estore/kr/ko/p/5462651
탐나불린 1000ml,탐나불린,50.4,56.0,10.0,123,0,0.0,6,Y,1220:싱글몰트 위스키,5166845,114431000042,https://www.shilladfs.com/estore/kr/ko/p/5166845
몽키 47 500ml,몽키 47,50.35,53.0,5.0,24,0,0.0,3,Y,1226:스피릿,5769827,289831000006,https://www.shilladfs.com/estore/kr/ko/p/5769827
더 글렌그란트 10년 1000ml,더 글렌그란트,49.6,62.0,20.0,217,1,10.0,6,Y,1220:싱글몰트 위스키,5173311,257131000003,https://www.shilladfs.com/estore/kr/ko/p/5173311
양허 해지람 52% 480ml,양허,16.53,29.0,43.0,154,1,6.0,6,Y,1216:중국술,5506827,067631000051,https://www.shilladfs.com/estore/kr/ko/p/5506827
The Lakes Resfeber 700ml,더 레이크,49.5,110.0,55.0,12,0,0.0,6,Y,1220:싱글몰트 위스키,5690684,268331000067,https://www.shilladfs.com/estore/kr/ko/p/5690684
ABERLOUR SUTHAINN 700ml,발렌타인,49.5,90.0,45.0,30,0,0.0,6,Y,1220:싱글몰트 위스키,5663570,046131000059,https://www.shilladfs.com/estore/kr/ko/p/5663570
스카라버스 배치 스트랭스 700ml,스카라버스,24.7,65.0,62.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5304437,249031000033,https://www.shilladfs.com/estore/kr/ko/p/5304437
NEW 올트모어 12년 (올로로소 쉐리) 500ml,올트모어,49.4,52.0,5.0,168,1,10.0,6,Y,1220:싱글몰트 위스키,5560832,113531000084,https://www.shilladfs.com/estore/kr/ko/p/5560832
호세쿠엘보 1800 데킬라 블랑코 1000ml,호세쿠엘보,49.4,52.0,5.0,68,0,0.0,6,Y,1226:스피릿,5200749,130531000013,https://www.shilladfs.com/estore/kr/ko/p/5200749
레미마틴 VSOP 2025 EOY 1000ml,레미마틴,48.96,102.0,52.0,8,0,0.0,6,Y,1213:꼬냑,5885911,085131000110,https://www.shilladfs.com/estore/kr/ko/p/5885911
잭다니엘 골드 700ml,잭다니엘,48.51,99.0,51.0,94,0,0.0,6,Y,1211:블렌디드 위스키,3331541,114931000007,https://www.shilladfs.com/estore/kr/ko/p/3331541
토카이 아수 5 푸토뇨스 2017 500ml,비네센코리아,48.5,97.0,50.0,69,0,0.0,6,Y,1221:와인/샴페인,5552055,272731000036,https://www.shilladfs.com/estore/kr/ko/p/5552055
맥탈라 올드퍼스 더 오리지널 700ml,맥탈라,23.65,55.0,57.0,22,0,0.0,6,Y,1220:싱글몰트 위스키,5311849,249031000019,https://www.shilladfs.com/estore/kr/ko/p/5311849
히노토리 골드오락(그랜다이저) 골드 위스키 700ml,히노토리,45.15,105.0,57.0,31,0,0.0,6,Y,1211:블렌디드 위스키,5392958,273831000005,https://www.shilladfs.com/estore/kr/ko/p/5392958
닷사이 쇼츄 720ml,닷사이,59.0,59.0,0.0,82,0,0.0,6,Y,1227:기타 주류,5658065,282631000005,https://www.shilladfs.com/estore/kr/ko/p/5658065
발렌타인 10년 1000ml,발렌타인,22.88,44.0,48.0,64,0,0.0,6,Y,1211:블렌디드 위스키,5269996,046131000052,https://www.shilladfs.com/estore/kr/ko/p/5269996
히노토리 골드오락(그랜다이저) 피트 위스키 700ml,히노토리,45.15,105.0,57.0,54,0,0.0,6,Y,1211:블렌디드 위스키,5392882,273831000001,https://www.shilladfs.com/estore/kr/ko/p/5392882
마티니 아스티 750ml,바카디,9.0,20.0,55.0,55,1,10.0,6,Y,1221:와인/샴페인,5070783,113431000013,https://www.shilladfs.com/estore/kr/ko/p/5070783
부쉬밀 블랙부쉬 80/20 PX 1000ml,부쉬밀,22.5,50.0,55.0,64,0,0.0,6,Y,1211:블렌디드 위스키,5200758,130531000018,https://www.shilladfs.com/estore/kr/ko/p/5200758
"살트램, 1859 에덴 밸리 샤르도네 2021 750ml ",에노테카,22.5,25.0,10.0,57,0,0.0,6,Y,1221:와인/샴페인,5179710,126931000030,https://www.shilladfs.com/estore/kr/ko/p/5179710
화요200 3종2호 200ml*3,케이전통주,44.65,47.0,5.0,22,0,0.0,6,Y,1224:한국술,5717218,955331000002,https://www.shilladfs.com/estore/kr/ko/p/5717218
캐나디언 클럽 12년 1000ml,캐나디언클럽,44.65,47.0,5.0,50,0,0.0,6,Y,1211:블렌디드 위스키,5070544,109831000006,https://www.shilladfs.com/estore/kr/ko/p/5070544
카미키 사쿠라 500ml,카미키,42.84,84.0,49.0,15,0,0.0,6,Y,1211:블렌디드 위스키,5696485,254631000027,https://www.shilladfs.com/estore/kr/ko/p/5696485
보테가 골드 크뤼 750ml,보테가,43.7,46.0,5.0,36,0,0.0,6,Y,1221:와인/샴페인,5672920,112331000033,https://www.shilladfs.com/estore/kr/ko/p/5672920
사득주 타패곡주 52% 480ml,사득주,42.75,45.0,5.0,23,0,0.0,6,Y,1216:중국술,5697037,067631000057,https://www.shilladfs.com/estore/kr/ko/p/5697037
Scapa Skiren 700ml,글렌리벳,57.95,61.0,5.0,19,0,0.0,6,Y,1220:싱글몰트 위스키,5069998,110431000012,https://www.shilladfs.com/estore/kr/ko/p/5069998
캔달 잭슨 빈트너스 리저브 샤르도네 2021 750ml,와인나라,20.9,22.0,5.0,114,0,0.0,6,Y,1221:와인/샴페인,5595164,115431000169,https://www.shilladfs.com/estore/kr/ko/p/5595164
폴 존 클래식 1000ml,폴 존,39.9,95.0,58.0,27,0,0.0,6,Y,1220:싱글몰트 위스키,5311851,249031000022,https://www.shilladfs.com/estore/kr/ko/p/5311851
사화 막걸리 500ml,한국전통술,20.8,26.0,20.0,4,0,0.0,6,Y,1224:한국술,5937063,669331000152,https://www.shilladfs.com/estore/kr/ko/p/5937063
사화 유자 500ml,한국전통술,20.8,26.0,20.0,3,0,0.0,6,Y,1224:한국술,5937062,669331000151,https://www.shilladfs.com/estore/kr/ko/p/5937062
골든블랑 CHAMPAGNE  BRUT 750ml,골든블랑,41.28,86.0,52.0,138,1,10.0,6,Y,1221:와인/샴페인,5174762,254731000001,https://www.shilladfs.com/estore/kr/ko/p/5174762
오켄토션 블러드 오크 1000ml,오켄토션,40.66,107.0,62.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5109734,114231000030,https://www.shilladfs.com/estore/kr/ko/p/5109734
부쉬밀 오리지널 아이리쉬 위스키 1000ml,부쉬밀,13.5,30.0,55.0,39,0,0.0,6,Y,1211:블렌디드 위스키,5200751,130531000017,https://www.shilladfs.com/estore/kr/ko/p/5200751
짐빔 싱글 배럴  750ml,짐빔,20.21,47.0,57.0,73,0,0.0,6,Y,1211:블렌디드 위스키,5303267,109831000018,https://www.shilladfs.com/estore/kr/ko/p/5303267
백일주 도깨비 500ml,한국전통술,40.0,50.0,20.0,11,0,0.0,6,Y,1224:한국술,5869380,669331000094,https://www.shilladfs.com/estore/kr/ko/p/5869380
"샴페인, 베르나르 비죠따 트라디숑 750ml",비네센코리아,40.0,80.0,50.0,99,1,10.0,6,Y,1221:와인/샴페인,5322073,272731000008,https://www.shilladfs.com/estore/kr/ko/p/5322073
아마하간 World Malt Editon No.1 700ml,아마하간,39.99,93.0,57.0,27,1,10.0,6,Y,1211:블렌디드 위스키,5232837,263231000005,https://www.shilladfs.com/estore/kr/ko/p/5232837
Junpin Xijiu 100ml,시주,19.8,33.0,40.0,26,0,0.0,6,Y,1216:중국술,5770698,284531000009,https://www.shilladfs.com/estore/kr/ko/p/5770698
와일드터키 켄터키 스피릿 1L,와일드터키,39.22,74.0,47.0,162,0,0.0,6,Y,1211:블렌디드 위스키,5408280,257231000005,https://www.shilladfs.com/estore/kr/ko/p/5408280
더 글렌그란트 캐스크 헤이븐 1000ml,더 글렌그란트,39.15,87.0,55.0,56,0,0.0,6,Y,1220:싱글몰트 위스키,5173367,257131000001,https://www.shilladfs.com/estore/kr/ko/p/5173367
발렌타인 FINEST 1000ml,발렌타인,13.0,25.0,48.0,198,5,9.6,6,Y,1211:블렌디드 위스키,5070257,046131000011,https://www.shilladfs.com/estore/kr/ko/p/5070257
더 글렌그란트 12년 1000ml,더 글렌그란트,36.66,78.0,53.0,263,0,0.0,6,Y,1220:싱글몰트 위스키,5224926,257131000005,https://www.shilladfs.com/estore/kr/ko/p/5224926
토마틴 16년 700ml,토마틴,38.95,95.0,59.0,128,0,0.0,6,Y,1220:싱글몰트 위스키,5310222,270131000003,https://www.shilladfs.com/estore/kr/ko/p/5310222
미클토어 오리지널 700ml,미클토어,38.64,92.0,58.0,16,0,0.0,6,Y,1220:싱글몰트 위스키,5418558,275831000003,https://www.shilladfs.com/estore/kr/ko/p/5418558
보모어 11년 700ml,보모어,38.5,55.0,30.0,13,0,0.0,6,Y,1220:싱글몰트 위스키,5833044,114231000059,https://www.shilladfs.com/estore/kr/ko/p/5833044
컴파스 박스 Peat Monster 700ml,컴파스 박스,32.34,77.0,58.0,38,0,0.0,6,Y,1211:블렌디드 위스키,5229030,263731000002,https://www.shilladfs.com/estore/kr/ko/p/5229030
짐빔 블랙 1000ml,짐빔,37.05,39.0,5.0,159,0,0.0,4,Y,1211:블렌디드 위스키,5070542,109831000003,https://www.shilladfs.com/estore/kr/ko/p/5070542
메이커스마크 할리데이 에디션 1000ml,메이커스마크,36.4,56.0,35.0,4,0,0.0,6,Y,1211:블렌디드 위스키,5809826,109831000037,https://www.shilladfs.com/estore/kr/ko/p/5809826
카사미고스 블랑코 1000ml,돈훌리오,36.19,77.0,53.0,19,0,0.0,6,Y,1226:스피릿,5645337,254931000006,https://www.shilladfs.com/estore/kr/ko/p/5645337
느린마을 미니어쳐 70ml*4,한국전통술,7.2,9.0,20.0,15,0,0.0,6,Y,1224:한국술,5866130,669331000132,https://www.shilladfs.com/estore/kr/ko/p/5866130
페넬로페 토스티드 바렐 750ml,페닐로페,35.55,79.0,55.0,85,0,0.0,6,Y,1227:기타 주류,5680512,287531000005,https://www.shilladfs.com/estore/kr/ko/p/5680512
탱커레이 런던드라이 진 1000ml,탱커레이,17.76,37.0,52.0,27,0,0.0,6,Y,1226:스피릿,5082278,111631000003,https://www.shilladfs.com/estore/kr/ko/p/5082278
핸드릭스 선스펠 진 1000ml,발베니,35.4,59.0,40.0,22,0,0.0,6,Y,1226:스피릿,5838403,112231000046,https://www.shilladfs.com/estore/kr/ko/p/5838403
골든블랑 CREMANT  ROSE 750ml,골든블랑,33.6,70.0,52.0,53,0,0.0,6,Y,1221:와인/샴페인,5174764,254731000004,https://www.shilladfs.com/estore/kr/ko/p/5174764
니오 Dry Martini 100ml,니오,8.55,9.0,5.0,21,0,0.0,6,Y,1227:기타 주류,5334461,270031000010,https://www.shilladfs.com/estore/kr/ko/p/5334461
예거마이스터 콜드브루 커피 1000ml,예거마이스터,34.2,38.0,10.0,1,0,0.0,6,Y,1226:스피릿,5836790,287531000009,https://www.shilladfs.com/estore/kr/ko/p/5836790
일품진로세트 375ml*2,한국전통술,16.8,21.0,20.0,13,0,0.0,6,Y,1224:한국술,5869381,669331000104,https://www.shilladfs.com/estore/kr/ko/p/5869381
봄베이 사파이어 오리지널 GTR 1000ml,봄베이 사파이어,33.25,35.0,5.0,13,0,0.0,6,Y,1226:스피릿,5575519,113131000016,https://www.shilladfs.com/estore/kr/ko/p/5575519
버팔로 트레이스 이글레어 10년 버번 위스키 750ml,버팔로 트레이스,33.06,58.0,43.0,415,0,0.0,6,Y,1211:블렌디드 위스키,5474380,258231000009,https://www.shilladfs.com/estore/kr/ko/p/5474380
몽키숄더 미니 200ml,발베니,8.25,15.0,45.0,13,0,0.0,0,N,1226:스피릿,5957377,112231000044,https://www.shilladfs.com/estore/kr/ko/p/5957377
페닐로페 로제 케스크 750ml,페닐로페,32.93,89.0,63.0,61,1,10.0,6,Y,1227:기타 주류,5680553,287531000001,https://www.shilladfs.com/estore/kr/ko/p/5680553
마셀 드 샹제 오뜨 꼬뜨 드 본 2021 750ml,마셀 드 샹제,44.65,47.0,5.0,18,0,0.0,6,Y,1221:와인/샴페인,5434843,268331000029,https://www.shilladfs.com/estore/kr/ko/p/5434843
원매프리미엄 750ml,한국전통술,16.2,36.0,55.0,5,0,0.0,6,Y,1224:한국술,5866121,669331000119,https://www.shilladfs.com/estore/kr/ko/p/5866121
레벨 Kenturcky Straight Bourbon 750ml,레벨,32.4,36.0,10.0,27,0,0.0,1,Y,1227:기타 주류,5314089,273131000001,https://www.shilladfs.com/estore/kr/ko/p/5314089
브룩라디 THE LADDIE 8 700ml,브룩라디,32.16,67.0,52.0,94,0,0.0,6,Y,1220:싱글몰트 위스키,5100236,085131000028,https://www.shilladfs.com/estore/kr/ko/p/5100236
이강주 5호 500ml,한국전통술,32.0,40.0,20.0,15,0,0.0,6,Y,1224:한국술,5866133,669331000139,https://www.shilladfs.com/estore/kr/ko/p/5866133
폴존 미니어처 세트 50ml*5,폴 존,31.5,35.0,10.0,40,0,0.0,0,N,1220:싱글몰트 위스키,5885820,287531000011,https://www.shilladfs.com/estore/kr/ko/p/5885820
조니워커 블랙 트리플 캐스크 1000ml,조니워커,31.5,63.0,50.0,322,0,0.0,6,Y,1211:블렌디드 위스키,5082567,046331000049,https://www.shilladfs.com/estore/kr/ko/p/5082567
시바스리갈 12년 200ml,시바스리갈,10.45,11.0,5.0,68,0,0.0,6,Y,1211:블렌디드 위스키,5070401,110331000006,https://www.shilladfs.com/estore/kr/ko/p/5070401
안동소주 양반탈 400ml,케이전통주,31.35,33.0,5.0,31,0,0.0,6,Y,1224:한국술,5717219,955331000007,https://www.shilladfs.com/estore/kr/ko/p/5717219
연태구냥 레드 500ml,연태구냥,31.35,33.0,5.0,58,0,0.0,6,Y,1216:중국술,5430958,251331000003,https://www.shilladfs.com/estore/kr/ko/p/5430958
아녹 12년 700ml,아녹,31.24,71.0,56.0,133,1,10.0,6,Y,1220:싱글몰트 위스키,5248782,266431000001,https://www.shilladfs.com/estore/kr/ko/p/5248782
